"NR","NR collegato","Relazione","Sala mostra","Didascalia","Consistenza","Tipologia documentaria","Tecnica","Tipologia riprod. in mostra","Soggetti","Titolo originale","Titolo museale","Titolo @en","Data","Scopritore","Autore","Traduttore","Disegnatore","Incisore","Editore","Luogo editore","Preparatore museale","Committente","Tipologia opera parente","Titolo opera parente","Volume","Collezione","Ente conservatore","Luogo conservazione","Collocazione","Fonte","Immagine digitale","Iconografia"
"32","","","2","Essere umano ermafrodita Human hermaphrodite (Monstrum humanum hermaphroditicum) sec. XVI 16th century BUB, Ms. Aldrovandi, Tavole di animali, vol. 5, carta 86","","Tavola manoscritta","Disegno","Tavola manoscritta","ermafrodita","Essere umano ermafrodita @ita","Essere umano ermafrodita","Human hermaphrodite","1500-1599","","Aldrovandi, Ulisse (VIAF:100190422)","","","","","","","","Volume a stampa","Tavole di animali","5","","BUB","Bologna","Ms. Aldrovandi, Tavole di animali, vol. 5, carta 86","","",""
